"H","diameter","albedo","e","a","q","i","om","w","ma","ad","n","per_y","data_arc","n_obs_used"
16.14,2.852,0.079,0.0641893441597461,2.75264919145249,2.5759584451513,7.59848313567599,256.187591763715,275.889267318339,162.780847695692,2.92933993775369,0.215813085451847,4.56703670819568,8508,443
16.41,1.75,0.248,0.240896031888305,2.72086689661572,2.06542085792475,10.1665416844852,38.2275064281667,316.782246103962,198.870611811374,3.37631293530669,0.219605457451097,4.48816843992614,8970,602
12.29,18.804,0.072,0.158500365930106,3.1788671060829,2.67501550652558,1.2220655931606,35.8006022314539,253.68907416033,321.391414485528,3.68271870564022,0.173898371603731,5.66782928602426,26459,5552
9.08,97.968,0.048,0.154099610906445,3.40248497936392,2.87816336792892,10.3400554684676,217.436756751535,138.650988093787,338.186162156771,3.92680659079892,0.157039805585,6.27628313532312,41819,7960
16.73,2.545,0.099,0.214191390798459,2.77846883510019,2.1833447310199,9.91720801022347,152.839731254634,145.355752126878,154.538971114652,3.37359293918047,0.212811836282353,4.63144485093326,8909,423
17.55,1.328,0.083,0.294225504465708,2.62648550331619,1.85370648113112,6.20610143427216,240.347562746095,226.002794053328,304.298846331321,3.39926452550127,0.231548281316282,4.25667717231399,7145,201
13.87,9.224,0.043,0.138020493329065,3.14998962605714,2.7152265038873,5.1387210027905,202.477508208221,230.925218180741,159.927775909261,3.58475274822699,0.176295159698813,5.59077336582255,12392,3121
17.08,2.339,0.062,0.169331182402819,2.98185268671492,2.47693204552246,9.2563104502171,37.3591033302016,104.011290451234,57.3291806270326,3.48677332790738,0.191414484348159,5.14917294124317,6360,141
14.05,2.52,0.84,0.14335241284476,2.35588948269952,2.01816704095895,6.51001434122714,74.3078890647245,349.095721612235,189.549971110917,2.69361192444009,0.272566014459703,3.61610116845024,15079,4025
16.39,3.907,0.046,0.240667827362637,2.74886785191565,2.08730379828811,9.01040067126758,111.270185847822,235.106253532212,152.280945275728,3.41043190554318,0.216258546915951,4.55762927025779,8974,611
13.06,6.278,0.34,0.147259515623814,2.76371289429214,2.35672987215539,10.4138805866072,20.0990249601901,329.728886377453,284.981849633079,3.17069591642889,0.214518467991255,4.59459874292845,16239,4178
15.79,1.743,0.441,0.0803361049036208,2.17191280176492,1.99742978708082,4.51966658344076,315.78809898825,248.953498651222,20.3772582744996,2.34639581644902,0.307921842072432,3.20089759379819,10099,2014
14.44,3.481,0.231,0.166716008350557,2.75629372636625,2.29677543846479,13.9399853400161,19.2007008774746,41.441416657307,314.941161377698,3.21581201426771,0.215385185701162,4.57610991284736,9414,2068
14.57,7.611,0.055,0.193783354233923,3.04492421403164,2.4548685864485,19.0569547874515,289.113817571754,17.0506678837972,310.838586188391,3.63497984161478,0.185498047261578,5.31340517012389,11113,956
15.58,4.342,0.065,0.129065443918999,3.13725965168668,2.73234784205257,3.84511052534359,303.441817636563,345.059575212849,247.080427875637,3.54217146132078,0.177369269671032,5.55691685034056,9359,519
11.59,28.373,0.066,0.0268766227292141,5.19436832282488,5.05476124509573,30.0736122285742,123.391898039694,84.480435482194,180.940859653561,5.33397540055402,0.0832539718470279,11.8387899279876,11661,2700
16.01,4.453,0.043,0.0748251992453502,3.43126613868577,3.17452096619478,5.08796328019905,22.7471636968159,139.611007491169,236.460406791003,3.68801131117675,0.155068100551912,6.35608664747654,8255,223
14.19,9.068,0.078,0.140500768786914,3.33088928997425,2.86289678398877,5.75706789558378,74.6151010669136,325.356585594322,349.375783408528,3.79888179595973,0.162130147092196,6.07922894689706,12720,1520
15.35,2.478,0.288,0.107409792684232,2.76901724559013,2.47159767730223,6.03361842756799,82.5934926050106,45.9702673423062,188.057318606084,3.06643681387803,0.21390236337423,4.60783260091039,9424,1336
15.69,1.786,0.42,0.174325632839804,2.23969649172943,1.84925998343961,9.71356093052207,36.3274077688503,41.6009892140419,342.518845346671,2.63013300001924,0.294049414723061,3.35190697215239,9525,1820
14,10.209,0.056,0.278863425219188,2.54943770065488,1.83849277106733,2.78806738893265,335.112776039776,67.2159115921674,229.434645341401,3.26038263024243,0.242123792695337,4.07075352816634,17096,3241
14.97,3.791,0.178,0.0566166006218247,2.96445499947863,2.79661763471177,9.39964808175309,21.7579967788911,29.1367849932529,175.800095039637,3.13229236424548,0.193102003921437,5.10417428795071,10308,1405
13.41,6.462,0.222,0.11462653999777,2.97878605244665,2.63733811386108,11.4060342194771,123.566214208001,242.474686112041,295.653197303002,3.32023399103223,0.19171014972574,5.14123161855326,12130,3987
13.67,5.161,0.29,0.130475266062978,2.26023177207628,1.96532743025063,3.61641927674566,35.7662773379182,327.09744833537,296.765816149003,2.55513611390193,0.290051162642866,3.39811181719391,27774,4769
13.4,9.825,0.118,0.213574117383698,2.73918374975319,2.15416499804788,8.2308801552324,242.862396501029,350.942122220848,183.164448391559,3.3242025014585,0.217406399697824,4.53356609896256,14207,5036
15.5,2.148,0.349,0.224985574480743,2.26070800459856,1.75208131545074,8.08311347565719,125.815331640912,197.33937393696,172.768968854932,2.76933469374639,0.289959515786004,3.39918585081018,10387,2278
17.52,2.155,0.095,0.22921550325577,3.14695298569445,2.42562257335625,10.4889025755183,346.081221352274,0.749132631605208,22.06551790661,3.86828339803266,0.176550394265778,5.58269092213864,5670,60
14.74,7.123,0.073,0.0404166509608395,3.186018301491,3.05725011184479,6.66473906550361,17.9989526154457,217.844675623574,288.707072637879,3.31478649113721,0.173313213405105,5.68696560408085,18220,1667
15.99,1.6,0.435,0.275244457885061,2.55156973567793,1.84926430702533,6.91771794181511,126.697709009753,174.453153767108,322.164739018376,3.25387516433053,0.241820386198763,4.07586100932543,10065,754
14.32,7.661,0.063,0.144535643834386,3.17898274661123,2.71950642859137,2.69847743709777,137.654744371508,33.4030954428256,262.313261283036,3.63845906463109,0.173888882947317,5.66813856447725,10325,2053
14.96,3.498,0.209,0.113981652335979,2.29601953641474,2.0343154358585,7.58334710630073,82.729750356706,326.934248219617,152.220232177431,2.55772363697098,0.283296171391782,3.47913732305437,10272,3088
15.73,3.766,0.079,0.14472097455985,2.66610582260969,2.28026438968193,8.09321096655072,208.919163347344,191.781776765276,195.778283604055,3.05194725553746,0.226406034886546,4.35335694060215,10388,1143
15.21,2.288,0.342,0.222037114318159,2.27417417206427,1.76922310144223,5.26230430069495,238.575895800768,46.6934059160588,47.8045009071389,2.7791252426863,0.28738790701622,3.42960249650285,11920,2508
15.53,4.715,0.087,0.358575909706961,2.61711387664036,1.67867988751733,27.2283757905341,76.538986864709,264.974171215882,186.93371447439,3.55554786576339,0.232793121406844,4.23391497743188,17754,872
14.41,3.958,0.311,0.143460127514563,2.74912613818017,2.35473615184322,8.62978078451789,14.3345784774095,301.63748862606,98.4505923642061,3.14351612451712,0.216228070704167,4.55827164418463,12760,2616
17.17,2.187,0.064,0.114984918090799,2.26211156461584,2.00200285164624,3.63300433051775,308.855546595518,290.193359981246,204.748297549242,2.52222027758545,0.289689693253149,3.40235191766473,8883,486
15.55,5.359,0.043,0.158440559443578,2.71366794945929,2.28371288140286,2.67220336646294,224.93327712123,208.995701942154,254.517103733422,3.14362301751573,0.220479906429415,4.47036784135744,11802,1201
14.4,8.713,0.053,0.171757301368311,3.22354987443105,2.66988164717261,5.82770814108956,350.012219788163,33.0907964457893,20.7607595807151,3.77721810168949,0.170295229800826,5.78775039395012,10723,1653
14.46,4.852,0.157,0.128169419738072,3.17146592338831,2.76498097626856,11.0694100332057,188.231699027008,39.6868242801285,65.0235998955593,3.57795087050805,0.174507461020234,5.64804666577136,8536,1865
16.29,3.713,0.051,0.0715352086006651,2.66276094366394,2.47227978410524,5.96219936971984,55.3193815734473,71.9088673997984,287.383448835109,2.85324210322265,0.226832775346956,4.34516697095459,11896,607
16.26,2.993,0.072,0.0532001865673601,2.63426581902483,2.49412238598469,5.36355683268592,145.171498600431,259.857841165114,63.474221658973,2.77440925206497,0.230523220824928,4.27560520732136,9615,778
18.11,1.933,0.036,0.202189967316051,2.32337978326118,1.85361570082083,23.1639739531379,122.617949546594,273.548202240562,284.506097340659,2.79314386570153,0.278306766058307,3.54151031729161,5614,52
16.81,2.148,0.08,0.201707007454586,2.67552078838141,2.13584949677446,11.2326573864814,164.484138953939,162.990987981989,222.766321960825,3.21519207998836,0.225212026937356,4.3764371591119,7116,316
16.16,3.214,0.062,0.208288190112014,3.14662705652599,2.4912218019647,1.49628863786807,35.3294149134907,263.199496784887,242.080127033113,3.80203231108728,0.176577825740282,5.58182364764903,8454,317
17.25,2.583,0.026,0.102556900717299,3.05683813594052,2.74333829072401,9.84629586492019,86.7293875021102,287.776737223371,52.0348914200988,3.37033798115702,0.184414646182678,5.34462041800743,5821,80
15.27,5.493,0.059,0.200122075622533,2.79784806852939,2.23793690577879,7.30145333597298,6.87713757262292,221.204725173034,65.9671735000445,3.35775923127998,0.210604614627973,4.67998426866685,11185,1288
14.92,5.036,0.092,0.13525456449916,3.18728337058708,2.75618874636291,11.7193076361901,46.7921769185693,341.821538036247,13.647874754959,3.61837799481125,0.173210038660062,5.69035311689942,10273,1015
16.78,1.383,0.254,0.168339056918516,2.23172253201002,1.85603646566765,4.03860767095171,184.863269774347,152.552804083921,260.335248901708,2.6074085983524,0.295626782440577,3.33402229402431,10946,980
14.94,2.665,0.273,0.167635605634238,2.55112843517909,2.12346847489712,10.195609733666,270.350276760257,38.0882803925456,94.3788958679066,2.97878839546106,0.241883134943846,4.07480365919837,10243,2527
17.4,1.952,0.035,0.234015370701118,3.13811307923408,2.40374638369509,11.769983840033,143.915073367578,225.284154564263,300.908997231914,3.87247977477307,0.177296919731002,5.55918447349773,4167,57
15.35,5.358,0.056,0.176155606215197,2.99963169172684,2.47122975264838,2.98667554866361,134.762246569756,230.326563035548,301.472767029809,3.52803363080529,0.189715220030551,5.19529367864548,11358,1076
15.84,2.309,0.191,0.109169819166728,2.36570176616533,2.10743853215065,7.70396769597606,72.4239225509902,343.378004570367,77.8940236879632,2.62396500018001,0.270871980253783,3.63871627639047,9663,1658
15.58,3.381,0.117,0.0553569417245982,2.86947024794547,2.71062515064948,4.34087837973148,341.686763627278,254.240698335941,139.447062140151,3.02831534524146,0.20276896514644,4.86083401695982,11666,815
15.55,4.977,0.053,0.193091732786802,2.80257162570787,2.26141821424081,7.22361086640969,194.849550881629,76.9471812409635,168.68275694314,3.34372503717493,0.210072397908006,4.69184097093602,9399,1217
15.54,2.329,0.142,0.210119405179952,2.31346477831348,1.82736093518948,4.84386610413464,258.058728937945,309.286933215783,247.99931590871,2.79956862143748,0.280097824716455,3.51886446945925,9819,2115
13.96,4.998,0.162,0.242221456697296,2.35918241361834,1.78773781277706,24.0633276459269,13.1297417789892,209.357671942896,196.600521660066,2.93062701445962,0.27199554492993,3.62368539389669,17239,4034
16.2,4.859,0.033,0.191807582024391,2.62120816056977,2.11844056130828,6.08857071697492,255.041572215964,99.823574454035,30.9285679222633,3.12397575983126,0.232247905923755,4.24385433938478,10459,781
14.85,8.661,0.037,0.233717451074755,3.95330148540719,3.02934593890778,3.11238798843355,26.4638711640967,36.0218489101451,71.8188042468612,4.87725703190661,0.125390366118638,7.86046260073129,12229,718
17.67,2.065,0.041,0.352475252974776,3.08073475102406,1.99485199030867,16.6806032982587,152.565838058462,90.4232708424414,315.097751184908,4.16661751173945,0.182273113755567,5.40741452790073,5839,72
17.22,2.662,0.03,0.214319086961219,2.99602539566864,2.35391996835631,4.00147851494754,293.951437300313,195.518415649534,54.3132306644473,3.63813082298097,0.190057861531047,5.18592746139338,6373,147
15.12,2.719,0.241,0.21695430350001,2.39612899248741,1.87627849582613,5.74587496697681,218.287776949756,79.9371831263448,119.652433067828,2.9159794891487,0.265728895787523,3.7091422837043,12681,2643
17.07,3.002,0.034,0.257344971924468,2.61164772117344,1.93955331169146,6.07528701183489,91.7627184970817,250.362635097051,111.954142020811,3.28374213065542,0.233524354590563,4.22065734897609,6314,202
15.87,2.123,0.247,0.203078897066644,2.60605638636252,2.07682132972653,5.74374539528278,279.643324991834,58.8324942339364,282.151630580719,3.1352914429985,0.234276302802313,4.20711045708813,11749,666
13.97,8.732,0.067,0.273933805860525,2.44359473732878,1.77421153095156,7.58553234737783,108.595461046501,276.439308292879,143.644595564829,3.112977943706,0.25802411800313,3.81989982562638,16416,5168
15.77,4.172,0.077,0.215917787272742,3.00830035328563,2.35875479755239,2.90155667215868,253.297459099088,187.578515439518,39.1804196291761,3.65784590901888,0.188895791353131,5.21783082781861,9545,706
17.49,2.319,0.043,0.167083443566883,2.35643717954133,1.96271554103453,4.19471363180247,227.691889940142,316.025768518558,156.644000422312,2.75015881804813,0.272470992912814,3.61736224774187,8147,292
13.84,4.827,0.275,0.187697684112166,2.24247549685799,1.82156803941947,7.00388730531573,116.227002577451,173.409700748164,253.740721742649,2.66338295429652,0.293502979581895,3.35814745312506,15682,5858
16.07,3.612,0.065,0.152911421025407,2.74681635888044,2.32679676614819,7.98017991060584,331.753972313118,228.648565331178,165.61069384445,3.16683595161268,0.216500865115315,4.55252815198951,8977,490
17.36,2.583,0.02,0.184917258485387,2.4225631842437,1.97458944170573,7.63514053417502,216.854769029612,359.213356171398,42.7218187610646,2.87053692678167,0.261391465995076,3.77069036900433,7485,259
14.47,3.213,0.392,0.252869237918492,2.74962898749411,2.05433240086788,16.5323936092471,281.880574318752,16.1166755563618,205.114461511039,3.44492557412033,0.216168758066224,4.55952234811658,9416,1736
16.28,3.186,0.073,0.14167043436568,3.06592759610884,2.63157630183438,6.1005078664754,146.732170164269,69.0468903217767,3.87696461720908,3.50027889038331,0.183595161762,5.36847634713411,11627,373
15.87,2.116,0.249,0.125787063900067,2.31306293979645,2.0221095439834,4.75187970106397,113.497970729981,22.4263047723559,169.093975740122,2.60401633560951,0.280170818179461,3.51794769266877,11836,1662
16.21,3.845,0.043,0.0715197047536061,3.01439344281632,2.79880491377489,8.48755078492863,309.809194789199,38.046393210609,118.261020889607,3.22998197185775,0.188323349246497,5.23369134688373,9091,345
14.86,7.317,0.045,0.183207276517161,2.4267166941136,1.98212453770632,2.13527860015552,341.154722766521,45.9998093059536,169.792358944373,2.87130885052088,0.260720666220927,3.78039185636465,26786,3481
18.05,1.492,0.046,0.272630800971794,3.15266830294185,2.29315381831243,13.4350321036417,29.8771665777033,80.5736472907803,330.7937934247,4.01218278757128,0.176070522629545,5.59790627441556,3879,26
14.7,6.218,0.087,0.267444392672282,3.94728970159826,2.89160920465276,8.31309942876791,256.798776354684,89.4567171642626,8.19914372602399,5.00297019854376,0.125676932386954,7.8425393160684,8361,352
15.55,4.789,0.064,0.312938878864067,2.75129721339572,1.89030934801383,8.8381551443078,81.0370837452446,276.202431146772,139.31041651032,3.61228507877761,0.215972179712435,4.56367243540306,9042,1391
14.96,3.837,0.144,0.0971090125719153,3.14457990970892,2.83921285972361,15.0802786469583,189.54214864506,249.177688237509,354.072262079289,3.44994695969424,0.176750284178123,5.57637736171487,11171,1392
15.23,2.886,0.28,0.185381091168476,3.11465820092631,2.53725946502175,15.6960209826775,15.7825482761931,169.105128828154,18.8788255865585,3.69205693683088,0.179303382292193,5.49697540987476,8942,1281
16.62,4.103,0.032,0.161607591820969,2.43024147501547,2.03749600269478,13.6475641607696,286.251055793017,108.267621789301,73.9661510840738,2.82298694733616,0.260153654711292,3.78863131660158,9536,598
16.7,2.025,0.108,0.259441677981659,2.63688034977535,1.95276368719277,5.30958125255049,84.7610674945054,346.08965941125,206.599165770249,3.32099701235794,0.230180451788495,4.2819721471101,11007,675
16.5,1.767,0.247,0.287933827354672,3.10505948302455,2.21100782191338,21.2713631918773,187.977468153368,162.920203828901,318.772134117278,3.99911114413573,0.180135449445465,5.47158422399224,5869,275
16.53,3.119,0.046,0.107217513844015,3.06915390052421,2.74008684970535,9.876881423861,5.45605311439936,305.833457503113,17.3603119390607,3.39822095134308,0.183305744120954,5.37695252319641,5847,261
15.04,5.688,0.066,0.189488871600735,3.12538007838223,2.53315533400616,9.75910871228939,186.974344911063,25.5438141079164,347.532855232113,3.71760482275829,0.178381501223624,5.52538394736318,9856,1428
15.01,5.997,0.071,0.144092502474024,2.55721349635404,2.18873820430404,11.0485199972246,7.15735410193396,331.290627483959,200.471205301272,2.92568878840404,0.241020283021844,4.08939144461227,10194,1978
14.67,3.197,0.26,0.121341820488781,2.81350255878875,2.47210703635548,13.8283886735793,115.3454288367,188.562316503038,81.4811576643611,3.15489808122202,0.208849337613964,4.71931725821119,10754,1959
15.93,1.994,0.256,0.216090124333656,2.5762161176039,2.0195212564405,1.98480322168005,173.053186495791,202.805494955546,279.086481206532,3.13291097876729,0.238358494891944,4.1350583448447,9651,1295
16.51,3.428,0.041,0.0702006829022593,3.17894999435638,2.95578553384043,10.1055238303101,52.4985817315256,37.4628592867672,279.897413940275,3.40211445487233,0.173891570281668,5.66805096860675,5777,171
15.98,2.989,0.114,0.235272397519188,2.57250914261878,1.96726874899483,13.3826863526221,72.0790382368936,21.0323124991038,281.413842888294,3.17774953624273,0.238873890852457,4.12613651433483,8159,983
17.53,1.919,0.053,0.277424019595782,2.6283800974904,1.89920432581906,16.1495295524284,165.614684872995,225.151814775143,241.323639854087,3.35755586916174,0.231297968797902,4.26128378251671,5367,142
16.69,3.039,0.053,0.179277836279616,2.60561459936951,2.13848565181596,16.4873878459676,43.9044670540403,5.58706710526091,323.289570220131,3.07274354692305,0.234335888327979,4.20604069824792,8198,349
18.04,1.489,0.06,0.233278142633123,2.35905846270203,1.80874168615995,4.06650684515436,291.473901419551,111.423967946918,207.799014241126,2.90937523924411,0.272016982215448,3.62339981621774,7167,165
15.88,4.718,0.055,0.128261047964564,2.65616305798389,2.31548080060212,10.5756315854685,230.026974077974,289.759095914608,93.4899789066402,2.99684531536567,0.227678475911353,4.3290270607368,8150,1021
14.68,2.21,0.756,0.160792921005803,2.32242230490758,1.94899323869246,6.28852495006532,3.0539975633826,276.063956381341,192.525128391149,2.6958513711227,0.278478892484303,3.53932132728197,15838,3247
16.16,1.592,0.334,0.147387515880727,2.20124678743047,1.87681049159066,5.61830895083464,355.216785184083,33.4218170645277,272.845091562313,2.52568308327027,0.301787308055537,3.26596333596035,9580,1589
15.1,2.592,0.347,0.0749765602279204,2.23992664080281,2.07198464611253,1.89843706260999,234.685603586119,223.790128678143,31.583979075038,2.40786863549308,0.294004096188505,3.35242364356587,17286,3293
16.2,3.718,0.051,0.0449784849565745,3.09865636921386,2.95928350032558,9.36304959265627,206.349776906668,255.690441968481,16.0458733862282,3.23802923810214,0.180694090017563,5.45466807061459,8533,331
15.31,2.853,0.18,0.221868206092577,2.60545909738743,2.0273905614025,7.87749154678405,236.25526822363,239.307082229295,32.5633095511875,3.18352763337237,0.234356867493711,4.20566418175906,9707,2069
15.03,3.836,0.144,0.0475072278698936,3.07610289570331,2.92996577448589,10.4597580933112,271.489430350226,346.778682148306,37.8538211901195,3.22224001692072,0.182684956493159,5.39522411854674,8561,910
15.53,5.679,0.042,0.204931293486109,3.05813349196981,2.43142623980724,2.11891438507694,93.0370105137195,156.839446238599,279.527942404654,3.68484074413238,0.18429748779521,5.34801800696695,9486,704
15.55,2.822,0.185,0.0452714357236051,2.66808115137429,2.54729328702448,4.18855882009861,94.9659905465588,152.753752664297,334.976297127555,2.78886901572409,0.226154649973023,4.35819596672068,9972,1407
16.02,4.117,0.045,0.0388289837823572,3.1385342336224,3.01666813876471,22.589027385357,147.112472850995,212.470272785811,123.163968033925,3.2604003284801,0.177261234185507,5.56030362699655,8938,230
16.06,3.245,0.073,0.202509058999167,3.96393097095291,3.16119904008758,4.09526677784723,93.2190336972645,233.127515924159,19.0710403778044,4.76666290181824,0.12488634327702,7.89218626716663,5507,70
22.69,0.198,0.037,0.148072920416122,1.13327279633316,0.965465783751964,25.9222017883844,144.598362598808,108.486682507528,94.9604577615157,1.30107980891436,0.816962981537911,1.20645158427147,4370,96
15.5,5.362,0.039,0.348217904467858,3.15459065057931,2.05610570478069,26.1154290064106,97.0971132353796,259.321572698525,249.638156725956,4.25307559637793,0.175909606101218,5.6030270615263,7585,559
15.09,5.094,0.075,0.0969837806737279,2.73518699774983,2.46991822185843,3.95604248086779,319.96324869093,347.242645575894,208.788534488629,3.00045577364123,0.217883096617058,4.52364730752772,10345,1951
15.77,1.78,0.386,0.17472927670221,2.60020169988226,2.14587033758198,12.2923478799498,47.9927363739464,153.486055319767,283.824164890916,3.05453306218255,0.235068002598786,4.19294107437421,8731,985
18.06,1.687,0.09,0.115117052442027,2.38752275504757,2.11267817284823,3.87068305405243,92.6545654155713,92.4810801475472,97.8284368215632,2.66236733724692,0.267166988242478,3.68917690711479,6576,154
17.55,2.452,0.029,0.266135560089751,2.54174872133475,1.86529900177492,2.83772139362207,202.994339737952,208.332384390104,217.709616346512,3.21819844089459,0.243223286939656,4.05235163034406,7270,501
13.86,4.441,0.205,0.0568572680909754,2.33665157944912,2.20379595416118,5.96320155890807,201.7692011208,286.362717500741,205.954098613536,2.46950720473705,0.275939031221257,3.5718987596838,12846,4689
16.49,3.544,0.081,0.129909372174346,3.22359789180169,2.80482231353519,19.7647403736356,134.868340328069,78.5329278408583,282.76801237086,3.6423734700682,0.170291424844846,5.78787971423441,5379,135
11.56,17.989,0.202,0.145049090160559,2.77365575042689,2.37133950740887,34.554446718509,220.540792572502,331.130323931958,177.241379306388,3.17597199344491,0.213366010469661,4.61941562856238,26665,6480
16.01,4.078,0.051,0.130524847836199,2.37232481299724,2.06267747776274,1.97022234203148,241.437531284989,339.879873356519,100.058116262596,2.68197214823175,0.269738443375525,3.6540074563839,10600,1434
13.87,10.376,0.072,0.166546088361408,3.17960779462926,2.65005655391032,18.1760870041667,136.564469189608,224.331285536321,131.528384576833,3.70915903534821,0.173837610793501,5.66981034120612,10266,3150
15.68,2.481,0.218,0.21084840256511,2.54381153522752,2.0074529365981,4.46922183615488,297.348428037851,284.838754633452,353.917533273072,3.08017013385694,0.242927496956352,4.05728579809411,8701,1431
16.49,3.563,0.032,0.106632004964787,3.10940465499351,2.77784260238471,26.2480758880549,6.75554074473036,248.047075631441,342.549728699301,3.44096670760231,0.179757991661777,5.48307351598618,8913,158
16.95,2.853,0.072,0.196488914512422,2.28633159625951,1.83709278269502,22.4209210551575,132.439022772413,279.832262311083,6.65190930286255,2.73557040982399,0.285098706317043,3.45714049740897,7172,583
15.02,2.455,0.424,0.0877699239998543,2.33453806512685,2.1296358365759,6.3383930317608,230.668057662855,18.3122545301976,21.4545681436141,2.5394402936778,0.276313837535134,3.56705365232471,11308,2705
16.22,3.213,0.062,0.141799039203424,2.7117634416704,2.32723799109456,5.30156529938699,230.394661167749,169.136902105584,133.905233791254,3.09628889224623,0.220712216193437,4.46566257349222,10419,806
15.02,5.542,0.069,0.245721906314986,3.04374623980007,2.29583111141732,1.92646005592896,69.8820454646633,339.342713366149,150.378675417803,3.79166136818281,0.185605743358556,5.31032211359705,12123,1330
14.22,8.301,0.054,0.157878149932347,3.19403906826054,2.68977008935193,6.0324718667066,75.5553462205468,285.783934688153,127.791506184092,3.69830804716916,0.172660795680548,5.7084544263953,12038,3223
16.07,1.462,0.476,0.155306704931825,2.28709220284275,1.93189144894398,5.36157599396551,25.4114663572837,155.484952081655,259.176563875543,2.64229295674153,0.284956497409182,3.45886579996893,9885,1600
15.24,5.205,0.083,0.0657452527847904,2.56437681796321,2.39578121583077,30.4006579746361,23.2989877972752,107.760508005331,38.618451485876,2.73297242009566,0.240011090735595,4.10658640959787,8750,1784
15.89,4.117,0.055,0.270559225444128,3.23701602446504,2.36121147613555,25.8113784762875,177.894718212132,105.503825285941,205.205670918865,4.11282057279453,0.169233680616868,5.82405511583086,9357,310
13.97,4.533,0.164,0.145504222719126,2.552976386377,2.18150754165693,3.72059896115882,286.545227722537,256.051740774206,28.8426906175624,2.92444523109707,0.241620554764257,4.07923193591375,17916,3715
16,3.158,0.031,0.135626713076331,3.11969413340047,2.69658027228385,11.6310873881348,294.978416940804,355.725818881775,10.2158297842957,3.54280799451708,0.178869399733,5.51031246730189,5411,168
17.06,2.848,0.104,0.0692493985898609,2.59762700943442,2.4177429012703,12.2079443026993,190.456600738825,240.444348289982,326.676437908127,2.77751111759853,0.235417577779179,4.18671491171347,6761,298
13.84,4.693,0.245,0.080532902362532,1.87223694664915,1.72146027142513,24.1138328992213,185.03954736,322.899473699764,240.134198031265,2.02301362187317,0.384736027866906,2.56182476289566,17565,5056
16.11,4.682,0.035,0.0415182183521113,2.99361301012397,2.86932353150792,7.49709557044588,178.177195568778,213.380453836851,204.928076200948,3.11790248874002,0.190287643332652,5.17966519583477,7624,394
15.21,3.361,0.156,0.0813965786201725,2.60439896524897,2.39240980011579,9.04165224715753,322.437314212874,88.1527117116239,111.126923007556,2.81638813038215,0.23449997605645,4.20309758637371,9651,1924
14.8,6.958,0.063,0.0871740594573359,2.68354050181923,2.44960538255748,28.893559083123,136.106503842921,60.2125399875057,164.629017588631,2.917475621081,0.2242032183261,4.39612905972642,8632,1855
14.54,3.452,0.282,0.0371737983978785,2.82845354203534,2.72330918028595,2.46841889915476,48.3701990960344,34.4774665192676,212.635337944461,2.93359790378473,0.207195586050119,4.75698494430832,23620,2959
16.41,3.455,0.045,0.0671135199997756,2.94233695411457,2.74486636409853,11.8154508569142,359.002310383418,353.117904272292,173.869243731693,3.13980754413062,0.195283461442541,5.04715696908908,9142,298
14.67,3.327,0.277,0.0428577796702952,2.83814259465867,2.71650610466391,1.54327675867548,203.881806177928,54.4728840337901,87.9938405148141,2.95977908465343,0.206135483606872,4.78144890982126,16239,2304
16.1,3.92,0.05,0.135179818765599,2.79302034210005,2.41546035844634,6.89739893405254,21.3816703250421,358.008293416338,344.431866651805,3.17058032575377,0.211150894589269,4.66787642687851,9306,803
14.34,3.46,0.371,0.146452565100588,2.39277997247902,2.04235120778815,3.9036943262375,49.9914230203465,112.872408058553,302.083277917572,2.74320873716988,0.266286976380819,3.70136871417251,21118,4013
17.39,1.676,0.1,0.181903639149914,2.36448435903744,1.93437604941548,3.97721955908751,66.3815280733035,304.719758143265,97.7259162879961,2.7945926686594,0.271081203834088,3.63590787346067,8154,514
15.8,4.12,0.073,0.157164755668975,2.77595869609884,2.3396758258793,8.87651727292265,121.269411458922,42.8130505283883,181.526617255967,3.21224156631838,0.213100551689808,4.62517002209478,8913,824
10.17,38.206,0.102,0.104779972352841,3.01161982494146,2.69606238294683,10.9587922561828,116.832776759114,222.98176952156,318.818691137,3.32717726693609,0.188583569966954,5.22646953570914,35548,7027
14.99,2.923,0.207,0.121872675462757,2.34343280929111,2.0578323830556,4.55050457146942,128.267587817523,263.16227357371,297.344288681373,2.62903323552663,0.274742164184622,3.58745912296604,15314,2784
16.57,3.165,0.058,0.224213015410223,2.69257649550468,2.08886580022489,9.21566788231704,47.7225445178514,348.277670240376,160.732035737962,3.29628719078448,0.223075563322119,4.41835165039713,9030,473
14.56,3.75,0.239,0.159864034115261,2.15648666794024,1.81174200968753,2.727503059939,292.403562503522,1.6709480750913,243.600921414054,2.50123132619294,0.311231759224502,3.16685638324137,18240,4406
14.83,4.03,0.207,0.128001171000503,2.35146415985638,2.05047399382905,4.54422677393398,161.349659567539,211.023697839838,96.9713505463012,2.65245432588371,0.273335807137846,3.60591718182937,16814,5932
15.89,4.305,0.053,0.262056497365462,2.57016134751836,1.8966338671236,11.9401191098431,226.785529851349,211.483278977415,352.887675062168,3.24368882791312,0.239201275945159,4.12048923850025,8830,1058
16.21,2.442,0.074,0.261102247105333,3.18419001642507,2.35279084792611,16.0977139791821,49.2584104385385,11.2367757689727,346.074331906749,4.01558918492402,0.173462503226696,5.68207113948686,5729,218
14.26,6.581,0.068,0.0871956488264324,2.46062080047228,2.24606537325929,28.6456637373295,252.558841469849,124.913040137067,320.099799877874,2.67517622768528,0.255350691044714,3.8598927589938,9481,2369
