"H","diameter","albedo","e","a","q","i","om","w","ma","ad","n","per_y","data_arc","n_obs_used"
16.55,1.77,0.17,0.0924106952900893,2.19615384708747,1.99320574311411,7.18618641412007,236.000941894674,136.538634392227,50.2207969257701,2.39910195106083,0.302837695867485,3.25463539320694,9622,1159
14.64,3.461,0.281,0.0978021438142528,2.58615927805327,2.33322735641454,8.83237762967133,293.031842866163,339.970928395876,245.825313674968,2.839091199692,0.236985170405281,4.15902092811117,10673,2606
15.07,2.371,0.414,0.0541308935552606,2.36190167484383,2.23404982669486,7.61380327129885,117.755675398417,32.7492788259407,92.00019580471,2.48975352299279,0.27152595678677,3.62995234426729,10067,2612
17.14,3.469,0.064,0.269545304047852,2.9194980843529,2.13256108553888,12.4290117480655,347.145738644252,295.246342090376,358.330416832591,3.70643508316692,0.197579454461591,4.98850594589105,7324,60
15.24,4.444,0.108,0.0491343020929703,2.68469759175947,2.55278684925769,5.3405761662802,5.39426782500111,303.172891398537,89.4636523809418,2.81660833426125,0.224058288408419,4.3989726529149,9558,1714
16.04,4.895,0.097,0.011742629212646,3.01560394418687,2.98019282521809,7.07385495407618,349.610879379506,19.2265707891913,296.075276860981,3.05101506315565,0.188209967583329,5.23684423318959,10786,271
14.44,3.379,0.323,0.104231395629363,2.15321788541734,1.92878498012619,3.08173629040089,78.1795691079678,135.440133906116,114.450764773401,2.3776507907085,0.311940745726747,3.15965867514769,11925,4045
16.99,2.772,0.145,0.244213803072033,3.00964798390937,2.27465040385079,7.51897175276787,29.6642783286536,64.146096215015,85.3198637395755,3.74464556396796,0.188768932702518,5.22133737398838,8207,213
13.68,5.229,0.282,0.200375402712883,2.75340639373606,2.20169147875897,3.39373130282281,157.059700390424,259.495931863326,67.7225389294614,3.30512130871315,0.215724066849637,4.56892129729111,16491,4138
15.6,2.104,0.303,0.221118229303382,2.38476140489558,1.85744718573403,2.91711144258279,49.2591587076882,267.52406165423,235.885651925971,2.91207562405714,0.267631157396673,3.6827785410153,10572,2162
16.39,4.801,0.025,0.14461535011237,3.10310860574095,2.65435146828502,7.10948416652693,298.26082036365,273.638283952717,102.317515771337,3.55186574319689,0.180305348776398,5.46642842298517,6280,178
14.64,7.605,0.058,0.13122655199859,3.19323705106665,2.77419956314103,4.13130472714607,285.582942136568,77.9197717200473,127.135956638402,3.61227453899227,0.172725848299227,5.70630448813935,8972,1733
16.89,2.827,0.054,0.240022295113742,2.3394885595167,1.77795914606916,6.72908448178926,110.698693233255,197.367228609778,79.5474059013076,2.90101797296424,0.275437257347713,3.57840581502487,9156,1326
16.8,3.239,0.042,0.119555382496039,2.39583738255093,2.10940212788175,3.28370632807037,359.565073010553,283.02627762055,53.055521018131,2.68227263722012,0.265777412150638,3.70846519797145,9003,612
14.92,3.732,0.183,0.0160232757263668,3.04755391104185,2.99872211443426,9.17022310930707,67.4295253886385,112.980004190678,270.789214905703,3.09638570764944,0.185258003067401,5.32028990406943,10018,1339
16.14,1.611,0.357,0.11675628236744,2.20077584156332,1.94382143597831,7.21589036537965,326.458278749639,337.023737317636,262.938885365349,2.45773024714833,0.301884182816191,3.2649152869585,9976,1746
15.14,2.725,0.314,0.0608114754111627,2.65435300461515,2.49293788214245,14.0264875471486,331.76875325767,284.818652015005,133.170218801747,2.81576812708785,0.227911402978726,4.3246027644328,9628,1524
16.13,4.452,0.035,0.159824686243429,2.96025045328116,2.48712935338353,14.6114412065203,69.3173965987324,344.920251628314,138.793793271736,3.43337155317879,0.193513554161311,5.0933191095542,11804,383
16.68,2.459,0.056,0.155241535074091,2.56548240937523,2.16721298193824,11.8009975926814,13.4377710893552,242.145945598766,359.942363127264,2.96375183681221,0.239855958736346,4.10924243266757,7236,219
15.74,4.054,0.068,0.226461089354556,2.72767263772286,2.10996092078152,7.5408690814157,171.151128257081,29.6062231187252,236.514257231446,3.34538435466419,0.218784073016783,4.50501844022232,11349,1288
14.8,6.097,0.099,0.0277720303907224,2.73667541943309,2.66067238651505,6.11733825426305,235.635702015686,257.482031181993,280.343648564283,2.81267845235113,0.217705367560941,4.52734029670471,11919,2382
16.46,3.114,0.06,0.137401365501937,2.17754639325178,1.87834854537517,4.17656707905178,57.5973209087127,187.938424063867,149.107121085333,2.4767442411284,0.306727665397717,3.21335958427339,9632,1384
16.4,2.192,0.133,0.129958482595486,2.2901689592582,1.99254207642572,5.60642925765216,282.016689316142,276.126748705829,333.43733589803,2.58779584209068,0.284382447712165,3.46584780916279,9263,1176
15.2,5.58,0.062,0.0996074440179083,3.21210132329032,2.89215212055083,11.6398921444917,146.966261811847,147.572211447903,344.541120628449,3.53205052602981,0.171206488337704,5.75694468671897,7588,597
14.59,3.238,0.352,0.189846529199653,2.55369495368616,2.06888483009417,6.84223673696033,64.4693440620889,62.4512724116313,28.2591066206485,3.03850507727814,0.241518579927231,4.08095428378439,11663,2980
16.97,2.488,0.072,0.212579968196342,2.75078858737056,2.16602603695247,8.72143056572863,219.264624732149,173.716739441212,235.68764916862,3.33555113778865,0.216032082979531,4.56240698036016,5646,305
